sno,route_id,stop_id,stop_name
7,28,8,Juhu Hotel
8,28,9,Parsi Colony Juhu
9,28,10,Juhu Beach
10,28,11,Juhu Beach
11,28,12,Royal Hotel
12,28,13,Juhu Tara
13,28,14,Manekji Cooper School
14,28,15,Juhu Koliwada
15,28,16,S.N.D.T College Juhu
16,28,17,Balkanji Bari School
17,28,18,Santacruz Police Station
18,28,19,Arya Samaj Mandir
19,28,20,Ramakrishna Mission
20,28,21,Khar Linking Road
21,28,22,Khar Telephone Exchange
22,28,23,K.F.C.Market
23,28,24,National College
24,28,25,Bandra Talkies
25,28,26,Jarimari
26,28,27,P Mohammed Rafi Chowk (Bandra W)
27,28,28,P Mohammed Rafi Chowk (S.V Road)
28,28,29,Mahim Koliwada
29,28,30,Mahim
30,28,31,Mahim Paradise
31,28,32,Shitaladevi Temple Mahim
32,28,33,Citylight Cinema
33,28,34,Ram Ganesh Gadkari Chowk (Dadar W)
34,28,35,Ram Ganesh Gadkari Chowk
35,28,36,Ranade Road (Dadar W)
36,28,37,Prabodhankar Thackeray Chowk (Dadar W)
37,28,38,Agar Bazar
38,28,39,Siddhivinayak Mandir
39,28,40,Ravindra Natya Mandir / Prabhadevi
40,28,41,Prabhadevi
41,28,42,Standard Mill
42,28,43,Babasaheb Worlikar Chowk (Century Bazar)
43,28,44,Babasaheb Worlikar Chowk / Passport Office
44,28,45,Passport Office (Worli)
45,28,46,Dr.Ravindra Kulkarni Chowk (Sasmira- Worli)
46,28,47,Doordarshan
47,28,48,Doordarshan
48,28,49,Poddar Hospital / Siddharth Nagar
